0003228775,DUBAI WOMENS COLLEGE,ARE,SIS,DUBAI WOMENS COLLEGE,DUBAI WOMENS COLLEGE,COLLEGE 
0003573870,KRISTELIG GYMNASIUM,NOR,SIS,KRISTELIG GYMNASIUM ,KRISTELIG GYMNASIUM,
0003316793,STRAITGATE COLLEGE,NGA,SIS,STRAITGATE COLLEGE,STRAITGATE COLLEGE,COLLEGE 
0003263899,GASHORA GIRLS ACADEMY SCI/TECH,RWA,SIS,GASHORA GIRLS SCI/TECH ACADEMY,GASHORA GIRLS ACADEMY SCI/TECH,ACADEMY 
2000310782,COLEGIO SAN JORGE SUR,PER,SIS,COLEGIO SAN JORGE SUR ,COLEGIO SAN JORGE SUR,
2000617791,TURIBA UNIVERSITY,LVA,SIS,TURIBA UNIVERSITY,TURIBA UNIVERSITY,UNIVERSITY 
2000382578,INSTITUTE OF CHEMISTRY CEYLON,LKA,SIS,CHEMISTRY CEYLON INSTITUTE,INSTITUTE OF CHEMISTRY CEYLON,INSTITUTE 
2000572995,KONONGO ODUMASI SENIOR HIGH SCHOOL,GHA,SIS,KONONGO ODUMASI SENIOR HIGH SCHOOL,KONONGO ODUMASI SENIOR HIGH SCHOOL,SCHOOL 
0000012761,MEADOWBROOK HIGH SCHOOL,JAM,SIS,MEADOWBROOK HIGH SCHOOL,MEADOWBROOK HIGH SCHOOL,SCHOOL 
0003314504,CALAND LYCEUM AMSTERDAM,NLD,SIS,CALAND LYCEUM AMSTERDAM ,CALAND LYCEUM AMSTERDAM,
0002087257,AMIDEAST / EGYPT,EGY,SIS,AMIDEAST / EGYPT ,AMIDEAST / EGYPT,
0002089436,INSTITUTO CHILENO NORTEAMERICANO DE CULTURA,CHL,SIS,INSTITUTO CHILENO NORTEAMERICANO DE CULTURA ,INSTITUTO CHILENO NORTEAMERICANO DE CULTURA,
0002089567,OFFICE OF INTERNATIONAL RELATIONS,POL,SIS,OFFICE INTERNATIONAL RELATIONS ,OFFICE OF INTERNATIONAL RELATIONS,
0002090864,REGIONAL EDUCATIONAL ADVISING COORDINATOR (REAC),PER,SIS,REGIONAL EDUCATIONAL ADVISING COORDINATOR (REAC) ,REGIONAL EDUCATIONAL ADVISING COORDINATOR (REAC),
0003215358,RYL WELSH COL OF MUS AND DRAMA,GBR,SIS,RYL WELSH MUS DRAMA COLLEGE,RYL WELSH COL OF MUS AND DRAMA,COLLEGE 
2000303371,ANAS IBN AL NADAR SECONDARY BOYS SCHOOL,ARE,SIS,ANAS IBN AL NADAR SECONDARY BOYS SCHOOL,ANAS IBN AL NADAR SECONDARY BOYS SCHOOL,SCHOOL 
2000750844,TRAN VAN GIAU HIGH SCHOOL,VNM,SIS,TRAN VAN GIAU HIGH SCHOOL,TRAN VAN GIAU HIGH SCHOOL,SCHOOL 
2000111117,NGUYEN HUE HIGH SCHOOL FOR THE GIFTED STUDENTS,VNM,SIS,NGUYEN HUE HIGH THE GIFTED STUDENTS SCHOOL,NGUYEN HUE HIGH SCHOOL FOR THE GIFTED STUDENTS,SCHOOL 
0001717550,MONGOLIA SECONDARY SCHOOL,MNG,SIS,MONGOLIA SECONDARY SCHOOL,MONGOLIA SECONDARY SCHOOL,SCHOOL 
0003225293,EL NASR LANGUAGE SCHOOL,EGY,SIS,EL NASR LANGUAGE SCHOOL,EL NASR LANGUAGE SCHOOL,SCHOOL 
2000420501,I LICEUM OGOLNOKSZTALCACE,POL,SIS,I LICEUM OGOLNOKSZTALCACE ,I LICEUM OGOLNOKSZTALCACE,
0002655198,WYZSZA SZKOLA BANKOWA POZNAN,POL,SIS,WYZSZA SZKOLA BANKOWA POZNAN ,WYZSZA SZKOLA BANKOWA POZNAN,
